hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,sy_dist
Kepler-264,0,Transit,2014,Kepler,40.8092144,,,,942.173
Kepler-264,0,Transit,2014,Kepler,40.8065333,,,,942.173
Kepler-264,0,Transit,2014,Kepler,140.10394,0.5785,4.16,559,942.173
Kepler-264,0,Transit,2014,Kepler,140.10765,,,,942.173
Kepler-264,0,Transit,2014,Kepler,140.102449,,,,942.173
Kepler-264,0,Transit,2014,Kepler,140.0914,0.586,3.74,560,942.173
Kepler-264,0,Transit,2014,Kepler,140.10765,0.601,3.42,511,942.173
Kepler-264,0,Transit,2014,Kepler,140.10394,0.5785,4.16,559,942.173
Kepler-264,0,Transit,2014,Kepler,140.10394,0.5785,4.16,559,942.173
Kepler-264,1,Transit,2014,Kepler,140.101261,0.566,2.83,,942.173
Kepler-264,0,Transit,2014,Kepler,140.10394,,3.59,,942.173
Kepler-264,0,Transit,2014,Kepler,,,3.248,,942.173
Kepler-265,0,Transit,2014,Kepler,,,1.524,,1280.25
Kepler-265,0,Transit,2014,Kepler,6.846113,0.074,1.62,1058,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84618786,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84619299,0.0716,1.66,1030,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84619299,0.0716,1.66,1030,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84619299,,1.67,,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84619236,0.0677,1.67,1022,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84619236,,,,1280.25
Kepler-265,1,Transit,2014,Kepler,6.846262,0.069,1.86,,1280.25
Kepler-265,0,Transit,2014,Kepler,6.84619299,0.0716,1.66,1030,1280.25
Kepler-265,1,Transit,2014,Kepler,17.028937,0.127,2.63,,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902105,0.1315,2.41,760,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902105,0.1315,2.41,760,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902817,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902786,0.1243,2.54,755,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902105,0.1315,2.41,760,1280.25
Kepler-265,0,Transit,2014,Kepler,,,2.321,,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02885,0.136,2.5,781,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02893963,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902786,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,17.02902105,,2.46,,1280.25
Kepler-265,0,Transit,2014,Kepler,,,2.179,,1280.25
Kepler-265,0,Transit,2014,Kepler,43.1308082,0.2444,2.2,557,1280.25
Kepler-265,0,Transit,2014,Kepler,43.1312147,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,43.13042,0.252,2.57,573,1280.25
Kepler-265,1,Transit,2014,Kepler,43.130617,0.236,2.49,,1280.25
Kepler-265,0,Transit,2014,Kepler,43.1312147,0.2309,2.39,554,1280.25
Kepler-265,0,Transit,2014,Kepler,43.12984363,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,43.1308082,,2.23,,1280.25
Kepler-265,0,Transit,2014,Kepler,43.1308082,0.2444,2.2,557,1280.25
Kepler-265,0,Transit,2014,Kepler,43.1308082,0.2444,2.2,557,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8321638,0.3123,2.39,476,1280.25
Kepler-265,1,Transit,2014,Kepler,67.831024,0.319,2.59,,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8318309,0.3305,2.35,479,1280.25
Kepler-265,0,Transit,2014,Kepler,67.83183963,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8318309,,2.46,,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8318309,0.3305,2.35,479,1280.25
Kepler-265,0,Transit,2014,Kepler,67.83266255,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,,,2.184,,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8318309,0.3305,2.35,479,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8321638,,,,1280.25
Kepler-265,0,Transit,2014,Kepler,67.8299,0.341,2.51,493,1280.25
Kepler-266,0,Transit,2014,Kepler,6.61836309,0.0678,2.98,1066,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61840926,,,,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61833608,,,,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61836309,,,,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61834191,0.0702,2.51,990,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61834191,0.0702,2.51,990,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61834191,0.0702,2.51,990,1370.79
Kepler-266,0,Transit,2014,Kepler,6.61834191,,2.21,,1370.79
Kepler-266,0,Transit,2014,Kepler,6.6184,0.07,2.45,950,1370.79
Kepler-266,0,Transit,2014,Kepler,,,2.584,,1370.79
Kepler-266,1,Transit,2014,Kepler,6.61833,0.071,2.48,,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7215744,0.451,3.83,390,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7232218,,,,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7214092,0.4352,4.75,421,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7215599,,,,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7215744,0.451,3.83,390,1370.79
Kepler-266,1,Transit,2014,Kepler,107.723601,0.457,3.89,,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7143,0.452,4.1,374,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7214092,,,,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7215744,0.451,3.83,390,1370.79
Kepler-266,0,Transit,2014,Kepler,,,4.117,,1370.79
Kepler-266,0,Transit,2014,Kepler,107.7215744,,3.24,,1370.79
Kepler-267,0,Transit,2014,Kepler,3.35373033,0.0346,2.12,619,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373823,,,,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373201,0.034,1.65,615,264.993
Kepler-267,0,Transit,2014,Kepler,,,2.109,,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373139,,,,264.993
Kepler-267,0,Transit,2014,Kepler,,,1.924,,264.993
Kepler-267,1,Transit,2014,Kepler,3.353728,0.037,1.98,,264.993
Kepler-267,0,Transit,2014,Kepler,3.354,,2.11,,264.993
Kepler-267,0,Transit,2014,Kepler,3.353707,0.036,2,689,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373201,,,,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373033,0.0346,2.12,619,264.993
Kepler-267,0,Transit,2014,Kepler,3.35368204,0.0346,1.79,617,264.993
Kepler-267,0,Transit,2014,Kepler,3.354,,1.97,,264.993
Kepler-267,0,Transit,2014,Kepler,3.35372553,,1.86,,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373033,,2.43,,264.993
Kepler-267,0,Transit,2014,Kepler,3.35373033,0.0346,2.12,619,264.993
Kepler-267,0,Transit,2014,Kepler,6.87749137,,2.1,,264.993
Kepler-267,0,Transit,2014,Kepler,6.8774499,0.0558,2.02,487,264.993
Kepler-267,1,Transit,2014,Kepler,6.87745,0.06,2.13,,264.993
Kepler-267,0,Transit,2014,Kepler,6.87745863,,,,264.993
Kepler-267,0,Transit,2014,Kepler,6.8774499,0.0558,2.02,487,264.993
Kepler-267,0,Transit,2014,Kepler,6.8774499,,2.31,,264.993
Kepler-267,0,Transit,2014,Kepler,6.87744623,,,,264.993
Kepler-267,0,Transit,2014,Kepler,6.877,,2.5,,264.993
Kepler-267,0,Transit,2014,Kepler,6.877458,0.058,2.32,543,264.993
Kepler-267,0,Transit,2014,Kepler,6.87744603,0.0549,2.05,484,264.993
Kepler-267,0,Transit,2014,Kepler,6.877,,,,264.993
Kepler-267,0,Transit,2014,Kepler,6.87744603,,,,264.993
Kepler-267,0,Transit,2014,Kepler,,,2.392,,264.993
Kepler-267,0,Transit,2014,Kepler,,,2.652,,264.993
Kepler-267,0,Transit,2014,Kepler,6.8774499,0.0558,2.02,487,264.993
Kepler-267,0,Transit,2014,Kepler,28.46416009,,1.93,,264.993
Kepler-267,0,Transit,2014,Kepler,,,2.35,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46464804,,,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46381,0.15,2.31,337,264.993
Kepler-267,1,Transit,2014,Kepler,28.464515,0.154,2.27,,264.993
Kepler-267,0,Transit,2014,Kepler,28.463,,2.22,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46462805,,,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46459193,,,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46464804,0.1415,1.87,301,264.993
Kepler-267,0,Transit,2014,Kepler,28.46462622,0.1439,2.01,303,264.993
Kepler-267,0,Transit,2014,Kepler,28.46462622,0.1439,2.01,303,264.993
Kepler-267,0,Transit,2014,Kepler,,,2.18,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46462622,,2.31,,264.993
Kepler-267,0,Transit,2014,Kepler,28.46462622,0.1439,2.01,303,264.993
Kepler-268,0,Transit,2014,Kepler,25.93399995,,,,851.87
Kepler-268,0,Transit,2014,Kepler,25.93416,0.179,2.9,699,851.87
Kepler-268,1,Transit,2014,Kepler,25.934138,0.18,2.55,,851.87
Kepler-268,0,Transit,2014,Kepler,25.9340674,0.176,2.35,707,851.87
Kepler-268,0,Transit,2014,Kepler,25.93422438,,,,851.87
Kepler-268,0,Transit,2014,Kepler,25.93406406,0.1749,2.48,695,851.87
Kepler-268,0,Transit,2014,Kepler,25.9340674,0.176,2.35,707,851.87
Kepler-268,0,Transit,2014,Kepler,25.93406406,,,,851.87
Kepler-268,0,Transit,2014,Kepler,25.9340674,0.176,2.35,707,851.87
Kepler-268,0,Transit,2014,Kepler,,,2.564,,851.87
Kepler-268,0,Transit,2014,Kepler,25.9340674,,2.52,,851.87
Kepler-268,1,Transit,2014,Kepler,83.446393,0.391,3.38,,851.87
Kepler-268,0,Transit,2014,Kepler,83.4463335,0.3835,2.52,479,851.87
Kepler-268,0,Transit,2014,Kepler,83.4463335,0.3835,2.52,479,851.87
Kepler-268,0,Transit,2014,Kepler,83.44647143,,,,851.87
Kepler-268,0,Transit,2014,Kepler,83.4421,0.389,3.1,474,851.87
Kepler-268,0,Transit,2014,Kepler,83.4463335,,2.65,,851.87
Kepler-268,0,Transit,2014,Kepler,83.44629501,,,,851.87
Kepler-268,0,Transit,2014,Kepler,83.4463485,,,,851.87
Kepler-268,0,Transit,2014,Kepler,83.4463485,0.3813,2.73,471,851.87
Kepler-268,0,Transit,2014,Kepler,83.4463335,0.3835,2.52,479,851.87
Kepler-268,0,Transit,2014,Kepler,,,2.824,,851.87
Kepler-269,0,Transit,2014,Kepler,5.326679,0.06,2.67,951,2257.32
Kepler-269,1,Transit,2014,Kepler,5.326718,0.061,2.47,,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32670215,0.0601,2.45,1007,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32667299,,,,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32670215,0.0601,2.45,1007,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32670215,,2.32,,2257.32
Kepler-269,0,Transit,2014,Kepler,,,4.217,,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32662868,,,,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32666987,,,,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32670215,0.0601,2.45,1007,2257.32
Kepler-269,0,Transit,2014,Kepler,5.32667299,0.0601,2.26,1007,2257.32
Kepler-269,0,Transit,2014,Kepler,8.12810877,0.0796,1.62,875,2257.32
Kepler-269,1,Transit,2014,Kepler,8.127899,0.081,1.69,,2257.32
Kepler-269,0,Transit,2014,Kepler,8.12810877,,1.58,,2257.32
Kepler-269,0,Transit,2014,Kepler,8.1281,0.08,1.7,824,2257.32
Kepler-269,0,Transit,2014,Kepler,,,2.588,,2257.32
Kepler-269,0,Transit,2014,Kepler,8.1280933,,,,2257.32
Kepler-269,0,Transit,2014,Kepler,8.12799259,,,,2257.32
Kepler-269,0,Transit,2014,Kepler,8.12810877,0.0796,1.62,875,2257.32
Kepler-269,0,Transit,2014,Kepler,8.12810877,0.0796,1.62,875,2257.32
Kepler-269,0,Transit,2014,Kepler,8.1280933,0.0796,1.39,875,2257.32
Kepler-27,0,Transit,2011,Kepler,15.335244,0.121,5.72,656,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33525912,,4.85,,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33528675,0.1179,5,610,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33525912,0.1201,4.94,630,1044.36
Kepler-27,0,Transit,2011,Kepler,,,4.652,,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33525912,0.1201,4.94,630,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33525912,0.1201,4.94,630,1044.36
Kepler-27,0,Transit,2011,Kepler,15.335,,5.85,,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33528675,,,,1044.36
Kepler-27,1,Transit,2011,Kepler,15.3348,0.118,4,,1044.36
Kepler-27,0,Transit,2011,Kepler,15.33527467,,,,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33046135,0.1898,6.5,481,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33050622,,7.17,,1044.36
Kepler-27,0,Transit,2011,Kepler,31.330554,0.194,7.34,518,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33050622,0.1934,7.24,496,1044.36
Kepler-27,1,Transit,2011,Kepler,31.3309,0.191,4.9,,1044.36
Kepler-27,0,Transit,2011,Kepler,,,6.056,,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33046537,,,,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33,,7.17,,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33050622,0.1934,7.24,496,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33050622,0.1934,7.24,496,1044.36
Kepler-27,0,Transit,2011,Kepler,31.33046135,,,,1044.36
Kepler-27,0,Transit,2021,Kepler,6.54626058,0.0681,2.83,836,1044.36
Kepler-27,1,Transit,2021,Kepler,6.54628992,,2.706,,1044.36
Kepler-27,0,Transit,2021,Kepler,6.54626058,0.0681,2.83,836,1044.36
Kepler-27,0,Transit,2021,Kepler,6.546303,0.068,2.8,876,1044.36
Kepler-27,0,Transit,2021,Kepler,6.54626149,0.0668,2.19,810,1044.36
Kepler-27,0,Transit,2021,Kepler,6.54626058,0.0681,2.83,836,1044.36
Kepler-27,0,Transit,2021,Kepler,6.54626149,,,,1044.36
Kepler-27,0,Transit,2021,Kepler,6.54625953,,,,1044.36
Kepler-270,0,Transit,2014,Kepler,11.47621175,,,,948.781
Kepler-270,0,Transit,2014,Kepler,11.47598101,,,,948.781
Kepler-270,0,Transit,2014,Kepler,,,1.835,,948.781
Kepler-270,1,Transit,2014,Kepler,11.476094,0.107,2.01,,948.781
Kepler-270,0,Transit,2014,Kepler,11.47609015,0.1045,2.07,984,948.781
Kepler-270,0,Transit,2014,Kepler,11.4761013,0.1045,1.83,1001,948.781
Kepler-270,0,Transit,2014,Kepler,11.4761013,0.1045,1.83,1001,948.781
Kepler-270,0,Transit,2014,Kepler,11.4761013,,1.92,,948.781
Kepler-270,0,Transit,2014,Kepler,11.47613,0.105,1.87,990,948.781
Kepler-270,0,Transit,2014,Kepler,11.4761013,0.1045,1.83,1001,948.781
Kepler-270,0,Transit,2014,Kepler,11.47609015,,,,948.781
Kepler-270,0,Transit,2014,Kepler,25.26271648,,,,948.781
Kepler-270,0,Transit,2014,Kepler,25.2629,0.178,1.59,760,948.781
Kepler-270,1,Transit,2014,Kepler,25.262887,0.18,1.77,,948.781
Kepler-270,0,Transit,2014,Kepler,25.2630268,,1.62,,948.781
Kepler-270,0,Transit,2014,Kepler,25.26274411,,,,948.781
Kepler-270,0,Transit,2014,Kepler,25.2630268,0.1768,1.5,769,948.781
Kepler-270,0,Transit,2014,Kepler,25.2630467,,,,948.781
Kepler-270,0,Transit,2014,Kepler,,,1.516,,948.781
Kepler-270,0,Transit,2014,Kepler,25.2630268,0.1768,1.5,769,948.781
Kepler-270,0,Transit,2014,Kepler,25.2630467,0.1769,1.71,756,948.781
Kepler-270,0,Transit,2014,Kepler,25.2630268,0.1768,1.5,769,948.781
Kepler-271,0,Transit,2014,Kepler,10.43549,0.091,1.46,830,404.542
Kepler-271,1,Transit,2014,Kepler,10.43547805,,1.23,,404.542
Kepler-271,0,Transit,2014,Kepler,10.43547031,,,,404.542
Kepler-271,0,Transit,2014,Kepler,5.217738,0.056,0.89,,404.542
Kepler-271,0,Transit,2014,Kepler,10.43547031,0.0881,1.22,759,404.542
Kepler-271,0,Transit,2014,Kepler,10.43541553,,,,404.542
Kepler-271,0,Transit,2014,Kepler,10.43547805,0.0875,1.32,778,404.542
Kepler-271,0,Transit,2014,Kepler,,,1.229,,404.542
Kepler-271,0,Transit,2014,Kepler,5.21773516,,,,404.542
Kepler-271,0,Transit,2014,Kepler,10.43547805,0.0875,1.32,778,404.542
Kepler-271,0,Transit,2014,Kepler,10.43547805,0.0875,1.32,778,404.542
Kepler-271,0,Transit,2014,Kepler,7.41084314,,,,404.542
Kepler-271,0,Transit,2014,Kepler,7.410935,0.071,1,,404.542
Kepler-271,1,Transit,2014,Kepler,7.41086267,,0.95,,404.542
Kepler-271,0,Transit,2014,Kepler,7.41086267,0.0697,1.02,872,404.542
Kepler-271,0,Transit,2014,Kepler,7.41084314,0.0702,0.94,850,404.542
Kepler-271,0,Transit,2014,Kepler,7.41086267,0.0697,1.02,872,404.542
Kepler-271,0,Transit,2014,Kepler,7.41086267,0.0697,1.02,872,404.542
Kepler-271,0,Transit,2014,Kepler,7.41091954,,,,404.542
Kepler-271,0,Transit,2014,Kepler,7.411038,0.072,1.15,933,404.542
Kepler-271,0,Transit,2014,Kepler,,,0.942,,404.542
Kepler-271,0,Transit,2014,Kepler,7.41084384,,,,404.542
Kepler-271,0,Transit,2016,Kepler,5.2496914,,,,404.542
Kepler-271,0,Transit,2016,Kepler,5.24972541,0.0554,0.71,978,404.542
Kepler-271,0,Transit,2016,Kepler,5.24948,0.058,0.7,1039,404.542
Kepler-271,1,Transit,2016,Kepler,5.24972541,,0.66,,404.542
Kepler-271,0,Transit,2016,Kepler,5.24970432,0.0558,0.67,954,404.542
Kepler-271,0,Transit,2016,Kepler,,,0.669,,404.542
Kepler-271,0,Transit,2016,Kepler,5.24970432,,,,404.542
Kepler-271,0,Transit,2016,Kepler,5.24972541,0.0554,0.71,978,404.542
Kepler-271,0,Transit,2016,Kepler,5.24972541,0.0554,0.71,978,404.542
Kepler-272,1,Transit,2014,Kepler,2.971353,0.038,1.43,,889.608
Kepler-272,0,Transit,2014,Kepler,2.97136658,0.0386,1.52,1200,889.608
Kepler-272,0,Transit,2014,Kepler,2.9713641,,1.46,,889.608
Kepler-272,0,Transit,2014,Kepler,2.9713641,0.0372,1.33,1117,889.608
Kepler-272,0,Transit,2014,Kepler,2.9713483,,,,889.608
Kepler-272,0,Transit,2014,Kepler,2.9713641,0.0372,1.33,1117,889.608
Kepler-272,0,Transit,2014,Kepler,2.9713641,0.0372,1.33,1117,889.608
Kepler-272,0,Transit,2014,Kepler,,,1.871,,889.608
Kepler-272,0,Transit,2014,Kepler,2.971,,1.31,,889.608
Kepler-272,0,Transit,2014,Kepler,2.971365,0.037,1.3,1114,889.608
Kepler-272,0,Transit,2014,Kepler,2.97136658,,,,889.608
Kepler-272,0,Transit,2014,Kepler,6.05730524,0.0598,1.67,881,889.608
Kepler-272,0,Transit,2014,Kepler,6.057,,1.63,,889.608
Kepler-272,0,Transit,2014,Kepler,6.05733165,,,,889.608
Kepler-272,0,Transit,2014,Kepler,6.05730524,,1.87,,889.608
Kepler-272,1,Transit,2014,Kepler,6.057342,0.061,1.79,,889.608
Kepler-272,0,Transit,2014,Kepler,6.05729966,,,,889.608
Kepler-272,0,Transit,2014,Kepler,6.057428,0.06,1.7,875,889.608
Kepler-272,0,Transit,2014,Kepler,,,2.378,,889.608
Kepler-272,0,Transit,2014,Kepler,6.05730524,0.0598,1.67,881,889.608
Kepler-272,0,Transit,2014,Kepler,6.05733984,,,,889.608
Kepler-272,0,Transit,2014,Kepler,6.05730524,0.0598,1.67,881,889.608
Kepler-272,0,Transit,2014,Kepler,6.05729966,0.062,1.94,947,889.608
Kepler-272,0,Transit,2014,Kepler,10.93711,0.089,2,718,889.608
Kepler-272,1,Transit,2014,Kepler,10.937304,0.091,2.25,,889.608
Kepler-272,0,Transit,2014,Kepler,10.93730071,,2,,889.608
Kepler-272,0,Transit,2014,Kepler,10.93725572,0.092,2.41,777,889.608
Kepler-272,0,Transit,2014,Kepler,10.93725945,,,,889.608
Kepler-272,0,Transit,2014,Kepler,,,2.962,,889.608
Kepler-272,0,Transit,2014,Kepler,10.93730071,0.0887,1.76,723,889.608
Kepler-272,0,Transit,2014,Kepler,10.93730071,0.0887,1.76,723,889.608
Kepler-272,0,Transit,2014,Kepler,10.93735256,,,,889.608
Kepler-272,0,Transit,2014,Kepler,10.93725572,,,,889.608
Kepler-272,0,Transit,2014,Kepler,10.93730071,0.0887,1.76,723,889.608
Kepler-273,0,Transit,2014,Kepler,,,1.521,,713.964
Kepler-273,0,Transit,2014,Kepler,2.93652697,0.0369,1.55,1167,713.964
Kepler-273,0,Transit,2014,Kepler,2.936497,0.039,1.79,1201,713.964
Kepler-273,1,Transit,2014,Kepler,2.936532,0.037,1.5,,713.964
Kepler-273,0,Transit,2014,Kepler,2.93652734,0.0383,1.92,1209,713.964
Kepler-273,0,Transit,2014,Kepler,2.93652697,0.0369,1.55,1167,713.964
Kepler-273,0,Transit,2014,Kepler,2.93652697,,1.7,,713.964
Kepler-273,0,Transit,2014,Kepler,2.93652734,,,,713.964
Kepler-273,0,Transit,2014,Kepler,2.93653227,,,,713.964
Kepler-273,0,Transit,2014,Kepler,2.93652697,0.0369,1.55,1167,713.964
Kepler-273,0,Transit,2014,Kepler,8.01500821,0.0748,2,865,713.964
Kepler-273,0,Transit,2014,Kepler,8.01494715,0.0721,1.65,835,713.964
Kepler-273,1,Transit,2014,Kepler,8.014927,0.073,1.98,,713.964
Kepler-273,0,Transit,2014,Kepler,,,1.584,,713.964
Kepler-273,0,Transit,2014,Kepler,8.01497676,,,,713.964
Kepler-273,0,Transit,2014,Kepler,8.014957,0.076,1.63,860,713.964
Kepler-273,0,Transit,2014,Kepler,8.01500821,,,,713.964
Kepler-273,0,Transit,2014,Kepler,8.01494715,,1.9,,713.964
Kepler-273,0,Transit,2014,Kepler,8.01494715,0.0721,1.65,835,713.964
Kepler-273,0,Transit,2014,Kepler,8.01494715,0.0721,1.65,835,713.964
Kepler-273,0,Transit,2014,Kepler,8.01497514,,,,713.964
Kepler-274,0,Transit,2014,Kepler,11.634864,0.1002,1.8,842,1333.62
Kepler-274,0,Transit,2014,Kepler,11.63486009,0.1011,2.61,961,1333.62
Kepler-274,0,Transit,2014,Kepler,11.634864,0.1002,1.8,842,1333.62
Kepler-274,0,Transit,2014,Kepler,,,2.137,,1333.62
Kepler-274,0,Transit,2014,Kepler,11.63505917,,,,1333.62
Kepler-274,0,Transit,2014,Kepler,11.634864,,1.92,,1333.62
Kepler-274,0,Transit,2014,Kepler,11.63486009,,,,1333.62
Kepler-274,1,Transit,2014,Kepler,11.634788,0.101,1.54,,1333.62
Kepler-274,0,Transit,2014,Kepler,11.634864,0.1002,1.8,842,1333.62
Kepler-274,1,Transit,2014,Kepler,33.197861,0.204,1.84,,1333.62
Kepler-274,0,Transit,2014,Kepler,33.1981054,0.2015,1.95,594,1333.62
Kepler-274,0,Transit,2014,Kepler,33.1981054,,2.18,,1333.62
Kepler-274,0,Transit,2014,Kepler,33.1981761,,,,1333.62
Kepler-274,0,Transit,2014,Kepler,33.1981054,0.2015,1.95,594,1333.62
Kepler-274,0,Transit,2014,Kepler,,,2.631,,1333.62
Kepler-274,0,Transit,2014,Kepler,33.1981761,0.2034,3.21,678,1333.62
Kepler-274,0,Transit,2014,Kepler,33.1981054,0.2015,1.95,594,1333.62
Kepler-274,0,Transit,2014,Kepler,33.19790974,,,,1333.62
Kepler-274,0,Transit,2014,Kepler,33.197205,,,,1333.62
Kepler-275,0,Transit,2014,Kepler,10.30065512,0.1022,2.25,1021,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30065512,,2.25,,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30067919,0.0951,2.2,1015,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30065512,0.1022,2.25,1021,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30109,0.098,1.89,976,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30067919,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,,,2.423,,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30080543,,,,2034.25
Kepler-275,1,Transit,2014,Kepler,10.300682,0.098,2.34,,2034.25
Kepler-275,0,Transit,2014,Kepler,10.30065512,0.1022,2.25,1021,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08821,0.133,2.84,838,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08831829,0.1375,3.32,881,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08832318,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08832318,0.1281,3.42,875,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08831829,,3.36,,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08831829,0.1375,3.32,881,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08831829,0.1375,3.32,881,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08815621,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,,,3.778,,2034.25
Kepler-275,1,Transit,2014,Kepler,16.088134,0.132,3.38,,2034.25
Kepler-275,0,Transit,2014,Kepler,16.08819979,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,35.67524129,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6756963,0.2338,3.08,675,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6756,0.225,2.8,644,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6757453,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6756963,0.2338,3.08,675,2034.25
Kepler-275,1,Transit,2014,Kepler,35.676062,0.224,3.33,,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6756963,0.2338,3.08,675,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6756963,,3.1,,2034.25
Kepler-275,0,Transit,2014,Kepler,,,3.328,,2034.25
Kepler-275,0,Transit,2014,Kepler,35.67449258,,,,2034.25
Kepler-275,0,Transit,2014,Kepler,35.6757453,0.2178,3.02,671,2034.25
Kepler-276,0,Transit,2014,Kepler,14.12847677,,,,1144.86
Kepler-276,0,Transit,2014,Kepler,14.12853811,,,,1144.86
Kepler-276,0,Transit,2014,Kepler,14.12843,0.116,2.4,767,1144.86
Kepler-276,0,Transit,2014,Kepler,14.12846178,0.1181,2.64,793,1144.86
Kepler-276,1,Transit,2014,Kepler,14.12841,0.119,2.87,,1144.86
Kepler-276,0,Transit,2014,Kepler,14.12847677,0.1159,2.73,739,1144.86
Kepler-276,0,Transit,2014,Kepler,14.12846178,0.1181,2.64,793,1144.86
Kepler-276,0,Transit,2014,Kepler,14.12846178,,2.69,,1144.86
Kepler-276,0,Transit,2014,Kepler,,,2.56,,1144.86
